comment;id;rating;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки;Вопрос не решен
вежливые и отзывчивые сотрудники, быстро решают все возникшие проблемы!;4198806;5;0;0;1;0;0;0
быстро и качественно . спасибо за работу !!!!;4198650;5;1;1;0;1;0;0
спасибочки большое вам.🤗;4198475;5;0;0;0;0;1;0
не пойму что делать далее;4198390;5;0;0;0;0;0;1
очень понравился ваш сотрудник. все проверил, показал, объяснил. надеюсь с отоплением проблем не будет. спасибо;4198291;5;1;0;1;0;0;0
огромное спасибо. все четко. предварительно перезвонили и мастер пришел в назначенное время;4198286;5;0;1;0;0;1;0
добрый вечер ! это как нет расчетов , мне выставляют счета с этого приложения и я их оплачиваю;4198232;5;0;0;0;0;0;1
у меня перепутаны счетчики на электричество и мне начислено за другую квартиру, акт сделали, просьба сделать перерасчет с самого начала периода;4198125;5;0;0;0;0;0;1
разъяснения получены. спасибо!;4197951;5;1;0;0;0;1;0
после корректировки настроек топления, в квартире стало теплее;4197775;5;1;0;0;0;0;0
благодарю за оперативность. неполадка устранена.;4197699;5;1;0;0;1;0;0
все быстро сделали;4197665;5;1;0;0;1;0;0
инженер сказал показания передаются автоматически, почему в квитанциях начисления по электроэнергии по нормативам?;4197612;5;0;0;0;0;0;1
спасибо за оперативный ответ и работу🩷;4197594;5;1;0;0;1;0;0
в целом быстро и оперативно;4197464;5;0;0;0;1;0;0
качественно, быстро;4197418;5;0;1;0;1;0;0
качественно 🤝 особое благодарность сергею;4197411;5;0;1;1;0;0;0
очень быстро. спасибо;4197358;5;0;0;0;1;1;0
спасибо за быстрое и качественное реагирование👍🏻;4197343;5;0;1;0;1;1;0
благодарю за оперативный ответ со стороны сотрудников расчётно - платёжного отдела.;4197272;5;0;0;0;1;0;0
уборщица всё равно не подметает, на мой вопрос почему задала мне вопрос-а что надо? не знаю какие разьяснения вы делаете персоналу, они об этом не в курсе.;4197263;5;0;0;0;0;0;1
вода горячая,  первое время- ржавая.  хотелось бы,  чтобы устанавливать такие ситуации быстрее,  чем за 14 часов.;4197102;5;1;0;0;0;0;0
вопрос решили за 5мин.;4196834;5;1;0;0;1;0;0
спасибо андрею , все устранил 👍🏻;4196705;5;1;0;1;0;0;0
батарея полностью горячая, спасибо огромное за работу;4196686;5;1;0;0;0;1;0
спасибо большое, выполнили быстро замену❤️;4196461;5;1;0;0;1;1;0
спасибо за работу ,очень хороший человек.;4196374;5;1;0;1;0;0;0
спасибо, мастер пришел все сделал;4196292;5;1;0;0;0;1;0
заявка выполнена;4196280;5;1;0;0;0;0;0
очень быстро отреагировали, проблему решили;4196273;5;1;0;0;1;0;0
спасибо ,очень быстро выполнили работу;4196155;5;1;0;0;1;1;0
быстро и понятно,  спасибо!;4196050;5;0;0;0;1;1;0
очень быстро отреагировали, приехали в удобное время!;4196018;5;0;0;0;1;1;0
спасибо за ответ!;4196007;5;1;0;0;0;0;0
к кому обратиться по поводу оплаты квитанции другим плательщиком?;4195996;5;0;0;0;0;0;1
приложение нужно дорабатывать ,сами пишите что зачисляются до 5 дней, сами просите оплатить до 20 января, а у самих нет никаких данных о поступлении, уже и выписку приложила ,все без изменений;4195981;5;0;0;0;0;0;1
спасибо, я вижу счетчики заведены в программу и отобразились в приложении;4195889;5;1;0;0;0;1;0
большое спасибо за выполнение работы!;4195801;5;1;0;0;0;1;0
спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.;4195710;5;0;0;0;0;0;1
спасибо за оперативное выполнение заявки!;4195613;5;1;0;0;1;0;0
ук отреагировали быстро. сантехник пришел вовремя, исправил.;4195451;5;1;0;0;1;0;0
чисто ,быстро ,аккуратно;4195438;5;0;1;0;1;0;0
все разъяснили👍;4195410;5;1;0;0;0;0;0
заявку выполнили быстро ,спасибо;4195403;5;1;0;0;1;0;0
большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали.  спасибо;4195343;5;1;0;1;1;1;0
повторная заявка (4195451);4195282;5;0;0;0;0;0;1
отлично, большое спасибо;4195248;5;0;0;0;0;1;0
да неисправность устранена, но по времени не очень быстро;4195228;5;1;0;0;0;0;0
кнопки не светятся при нажатии;4195166;5;0;0;0;0;0;1
"мастер пришёл в день заявки, это радует.
розетка оказалась исправна, в итоге по ремонту не пришлось ничего делать. будем наблюдать! надеюсь, будет работать и дальше.";4195150;5;1;0;0;1;0;0
мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично;4194964;5;1;1;0;1;0;0
прошу прислать акт, заключение. на потолке образовалось пятно от протечки;4194961;5;0;0;0;0;0;1
ужасная управляющая компания;4194881;5;0;0;0;0;0;0
благодарю за чистоту в подъезде, а то у нас там появился неприятный запах.;4194871;5;1;0;0;0;0;0
быстро помогли с ответом + четко выражена мысль и то что я просила - услышала;4194793;5;1;0;0;1;1;0
работа выполнена быстро!;4194765;5;1;0;0;1;0;0
спасибо, счетчик стал работать;4194745;5;1;0;0;0;1;0
20 января, пока запаа нет;4194731;5;1;0;0;0;0;0
спасибо! очень помогли! отличный сантехник;4194676;5;1;0;1;0;1;0
спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!;4194664;5;1;0;1;1;1;0
заявка выполнена, спасибо за заботу.;4194591;5;1;0;0;0;1;0
отлично работает теперь;4194537;5;1;1;0;0;0;0
все понятно. спасибо;4194448;5;1;0;0;0;1;0
вопрос решен. спасибо;4194412;5;1;0;0;0;1;0
поплняйте, пожалуйста, своевременно. сейчас опять мало пакетов;4194380;5;0;0;0;0;0;1
спасибо большое за работу, за быстрый ответ на заявку и устранения .;4194284;5;1;0;0;1;1;0
в лк у меня нет задолженности. оплачивал более недели назад.;4194255;5;0;0;0;0;0;0
большое спасибо инженеру.;4194143;5;0;0;1;0;0;0
спасибо станиславу большое!);4194109;5;0;0;1;0;0;0
идеально закрывается дверь. огромное спасибо мастеру!;4194080;5;1;1;1;0;1;0
"хотелось бы, чтобы передали информацию в отдел, занимающийся возвратом средств. 
получается нет взаимодействия смежных отделов в ук";4193955;5;0;0;0;0;0;1
хорошо только цвет другой;4193850;5;1;0;0;0;0;0
спасибо большое! все оперативно устранили.;4193778;5;1;0;0;1;1;0
это с учётом остальных платежей или только за электричество?;4193739;5;0;0;0;0;0;1
оплата за коммунальные услуги оплачены 30.12.2024. когда можно пере заказать  справку;4193423;5;0;0;0;0;0;1
всё супер. спасибо сантехнику за решение проблемы.;4193401;5;1;0;1;0;1;0
спасибо за быстрое исполнение заявки;4193160;5;1;0;0;1;0;0
спасибо за оперативную работу,вопрос решен.;4193119;5;1;0;0;1;0;0
оперативно, качественно, проффессионально.;4192998;5;0;1;1;1;0;0
спасибо! все оперативно и быстро было сделано! 👍🏻;4192859;5;1;0;0;1;0;0
спасибо за порядок на нашей площадке;4192829;5;1;0;0;0;1;0
отработали оперативно;4192809;5;0;0;0;1;0;0
быстро, класс!;4192803;5;0;0;0;1;1;0
неверный логин пароль;4192799;5;0;0;0;0;0;1
все оперативно. спасибо;4192791;5;0;0;0;1;1;0
неверный логин и пароль🥹;4192779;5;0;0;0;0;0;1
все быстро , четко , спасибо !;4192700;5;0;0;0;1;1;0
надеюсь, что закрепили, а не просто втолкнули назад. проверю вечером;4192664;5;0;0;0;0;0;0
все работает;4192425;5;1;0;0;0;0;0
благодарю за оперативное решение!;4192420;5;1;0;0;1;0;0
помыт только пол. двери , где входная группа так и в пыли .;4192400;5;0;0;0;0;0;1
оперативно и быстро все сделали, что требовалось.;4192384;5;1;0;0;1;0;0
первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!;4192338;5;1;0;0;1;0;0
быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.;4192327;5;1;0;0;1;1;0
отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.;4192161;5;1;0;0;1;1;0
вы лучшие,  благодарю.;4192111;5;0;0;0;0;1;0
отличная работа, быстро и качественно;4191863;5;0;1;0;1;0;0
отличная работа, быстро, качественно 🙌;4191852;5;0;1;0;1;0;0
не доделали работу до конца, ушли, пока трудно оценить,устранили ли причину протечки.;4191814;5;0;0;0;0;0;1
очень благодарны!;4191800;5;0;0;0;0;1;0
спасибо за ремонт, приступили к работам в тот же день!;4191795;5;1;0;0;1;0;0
посыпали песком но не везде, упала на парковке и разбила руку;4191725;5;0;0;0;0;0;1
все объяснил,обнаружил утечку сверху,залитие приостановлено,благодарю.;4191673;5;1;0;0;0;1;0
да, заработало;4191635;5;1;0;0;0;0;0
спасибо, мастер пришёл очень быстро.;4191625;5;0;0;0;1;1;0
спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!;4191616;5;1;0;0;1;1;0
сделали все быстро;4191610;5;1;0;0;1;0;0
быстро сделали. спасибо.;4191609;5;1;0;0;1;1;0
спасибо, хорошо убрали!;4191309;5;1;1;0;0;0;0
очень чисто. спасибо за уборку;4191296;5;1;1;0;0;0;0
большое спасибо. все выполнено оперативно и качественно;4191260;5;1;1;0;1;1;0
спасибо, заявка выполнена.;4191047;5;1;0;0;0;1;0
на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!;4190995;5;1;1;1;1;1;0
спасибо,оперативно отреагировали, перекрыли воду;4190986;5;1;0;0;1;1;0
выполнено, спасибо;4190976;5;1;0;0;0;1;0
очень быстро решил проблему;4190855;5;1;0;0;1;0;0
спасибо большое!!! вы очень аперативные;4190830;5;0;0;0;1;1;0
все оперативно устранили;4190827;5;1;0;0;1;0;0
хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.;4190748;5;1;0;0;0;0;0
четко, оперативно;4190727;5;0;0;0;1;0;0
причину выяснили, но дверь как была открыта, так и осталась. вопрос не был решен.;4190696;5;0;0;0;0;0;1
очень быстро отреагировали;4190639;5;0;0;0;1;0;0
частично произведена уборка, засохшое дерьмо в углу так и осталось не убранным.;4190613;5;0;0;0;0;0;1
спасибо, что быстро исправили👌👍💖;4190484;5;1;0;0;1;1;0
все быстро и хорошо;4190280;5;0;1;0;1;0;0
долго, но всё равно, спасибо;4190237;5;1;0;0;0;0;0
спасибо , быстро отреагировали!;4190112;5;0;0;0;1;1;0
оперативно, доброжелательно и качественно! огромное спасибо за помощь.;4189998;5;1;1;0;1;1;0
быстро и вовремя;4189874;5;0;0;0;1;0;0
огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо));4189813;5;1;0;0;1;1;0
быстро сработали!;4189802;5;0;0;0;1;0;0
огромное спасибо за оперативную помощь.;4189612;5;0;0;0;1;1;0
всё решили быстро;4189591;5;1;0;0;1;0;0
на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео;4189282;5;0;0;0;0;0;1
спасибо огромное андрею! мастер своего дела;4189200;5;0;0;1;0;0;0
благодарим;4189189;5;0;0;0;0;1;0
отличный мастер приходил, отзывчивый. все устранил;4189147;5;1;0;1;0;0;0
ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?;4188873;5;1;0;0;0;1;0
вот это скорость выполнения заявки 🔥 вот это я понимаю! в пример всем остальным! спасибо большое! 👍🏽👏🏽;4188867;5;1;0;0;1;1;0
воду дали, но не понятно почему ее не было;4188741;5;1;0;0;0;0;0
пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо;4188691;5;1;0;0;1;0;0
оперативно, качественно и доброжелательно!;4188688;5;0;1;1;1;0;0
благодарю вас за быструю услугу.;4188654;5;1;0;0;1;0;0
благодарю за выполненную работу.быстро и качественно;4188649;5;1;1;0;1;0;0
отличная работа! спасибо!;4188411;5;0;1;0;0;1;0
оперативно помогли;4188357;5;1;0;0;1;0;0
протечки устранена.спасибо;4188302;5;1;0;0;1;1;0
спасибо большое , в квартире а в правду очень тепло стало как сделали отопление .  вот что значит опытные сантехники;4188256;5;1;0;1;0;1;0
этот же автомобиль в этом же месте припаркован на данный момент. из-за этого автомобиля участок еле проходим;4188199;5;0;0;0;0;0;1
добрый день. спасибо за понимание и быстрое решение!;4188140;5;1;0;0;1;1;0
спасибо за решение проблемы!;4188136;5;1;0;0;0;1;0
во время устранили;4188133;5;1;0;0;1;0;0
большое вам спасибо :);4188057;5;0;0;0;0;1;0
спасибо! оперативно все починили;4188030;5;1;0;0;1;1;0
мастер  оперативно нашел причину протечки;4188008;5;0;0;1;1;0;0
отлично !!!все устранили в кратчайший срок.благодарю!;4187925;5;1;1;0;1;1;0
пока работает, всё хорошо;4187767;5;1;0;0;0;0;0
убрали;4187651;5;1;0;0;0;0;0
мастер супер! спасибо огромное!;4187591;5;0;0;1;0;0;0
спасибо огромное!!! всё профессионально;4187529;5;0;0;1;0;1;0
всё работает, спасибо!!!;4187508;5;1;0;0;0;1;0
андрей с товарищем все исправили !отличная работа;4187459;5;1;1;1;0;0;0
я сделала ремонт в коридоре. и если в подвале сухо, но надеюсь что от грибка в квартире больше нет. благодарю за фото.;4187426;5;1;0;0;0;0;0
спасибо огромное.у нас в самолёте первоклассные специалисты.👍;4187271;5;0;0;1;0;0;0
ну здесь в целом могу сказать что заявку выполнили👍🏻 здесь вам спасибо;4187234;5;1;0;0;0;1;0
спасибо большое за компетентное разъяснение вопроса!;4187231;5;1;0;0;0;1;0
было бы хорошо чтобы они не ломались каждый жень! они же новые!;4187213;5;0;0;0;0;0;0
очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.;4187157;5;1;1;1;0;1;0
супер мастер! протечка устранена ! спасибо !;4187124;5;1;0;1;0;1;0
так и не работает дверь входная и дамовон;4187095;5;0;0;0;0;0;1
хотелось  бы, чтобы работа выполнялась , постоянно, без заявок;4187034;5;0;0;0;0;0;0
удивлен, что так быстро среагировали;4186976;5;0;0;0;1;0;0
все супер. отличный спокойный мастер;4186936;5;0;0;1;0;0;0
большой спасибо татьяне 🙏;4186872;5;0;0;1;0;0;0
шум прошел. надеюсь не повторится, спасибо.;4186811;5;1;0;0;0;1;0
спасибо, очень быстро всё сделали.;4186802;5;1;0;0;1;1;0
5 звезд заочно , так как специалист дал оперативную и грамотную консультацию, но проблема пока не решена;4186779;5;0;0;1;0;0;0
оперативно пришел сотрудник и нашел источник протечки;4186370;5;1;0;1;1;0;0
быстро приняли меры.;4186346;5;1;0;0;1;0;0
все сделали;4186341;5;1;0;0;0;0;0
все сделано грамотно и оперативно;4186199;5;1;1;0;1;0;0
быстро, качественно,результативно 👍👍👍спасибо;4186065;5;0;1;0;1;1;0
спасибо большое. все быстро починили.;4186063;5;1;0;0;1;1;0
оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет;4185970;5;1;0;0;1;0;0
спасибо сантехнику валерию , что устранил гул у соседей;4185965;5;1;0;1;0;0;0
батарея в ванной горячая. спасибо.;4185904;5;1;0;0;0;1;0
огромное спасибо слесарям. пришли быстро. все устранили.;4185836;5;1;0;1;1;0;0
"никто не приходил, как гремело, так и гремит.
после повторного обращения и переоткрытия заявки дефекты были устранены.";4185789;5;1;0;0;0;0;0
спасибо , все сделал мастер;4185701;5;1;0;0;0;1;0
приятный менеджер👍;4185671;5;0;0;1;0;0;0
спасибо большое, все быстро и по делу;4185653;5;0;0;0;1;1;0
спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел;4185499;5;1;0;1;0;1;0
а тлично;4185305;5;0;0;0;0;0;0
оплатил;4185279;5;0;0;0;0;0;0
лифт не работает, кнопки не активны;4185235;5;0;0;0;0;0;1
спасибо. заменили лампу;4185154;5;1;0;0;0;1;0
прошу просмотреть прошел ли платеж сегодня. на новую сумму в квитанции деньги списали;4185044;5;0;0;0;0;0;1
не передали в гарантийный отдел!;4184979;5;0;0;0;0;0;1
мастер быстро отреагировал, сразу пришел , проблему решили;4184905;5;1;0;1;1;0;0
оперативно исправили;4184692;5;1;0;0;1;0;0
спасибо, всё быстро и качественно;4184636;5;0;1;0;1;1;0
отлично!спасибо,мастер все установил как нужно.;4184497;5;1;1;0;0;1;0
спасибо за ликвидацию аварии!!;4184450;5;1;0;0;0;1;0
мастер подошёл в течении 3 минут. спасибо огромное.;4184444;5;0;0;0;1;1;0
не работают 2 грузовых лифта;4184403;5;0;0;0;0;0;1
спасибо юлии и ерлану за решение вопроса!;4184401;5;1;0;1;0;0;0
быстро пришли. течь устранили.;4184362;5;1;0;0;1;0;0
21.01 уборка была выполнена;4184236;5;1;0;0;0;0;0
мастер все сделал хорошо, все замазал, установил крепко и подключил.;4184131;5;1;1;1;0;0;0
подача горячей воды в систему отопления была выполнена в течение 30 мин. с момента подачи заявки по отсутствию отопления.;4184057;5;1;0;0;1;0;0
подача горячей воды в систему горячего водоснабжения была выполнена в течение 30 мин. с момента подачи заявки по отсутствию горячей воды;4184051;5;1;0;0;1;0;0
спасибо большое. все хорошо сделали!;4183926;5;1;1;0;0;1;0
большое спасибо менеджеру репиной светлане за оперативное решение проблемы;4183879;5;1;0;1;1;0;0
быстро устранили течь в шахте;4183869;5;1;0;0;1;0;0
мастер приехал вовремя и устранил неполадки;4183815;5;1;0;0;1;0;0
спасибо! очень оперативно несмотря на праздники.;4183772;5;0;0;0;1;1;0
очень приятно, что так оперативно отреагировали и решили вопрос.  спасибо большое!;4183642;5;1;0;0;1;1;0
быстро и хорошо. спасибо!;4183495;5;0;0;0;1;1;0
починили быстро! спасибо!;4183490;5;1;0;0;1;1;0
великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3;4183486;5;1;0;1;0;1;0
засор устранили;4183452;5;1;0;0;0;0;0
оперативно, молодцы;4183086;5;0;0;1;1;0;0
оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом;4182972;5;0;0;0;1;1;0
все мастер поправил, работает. спасибо большое!;4182649;5;1;0;0;0;1;0
услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса);4181848;5;1;1;0;0;0;0
сроки, конечно, так себе;4181692;5;0;0;0;0;0;0
заявка не выполнена;4181684;5;0;0;0;0;0;1
долго мастер не приходил после оплаты;4181430;5;0;0;0;0;0;0
еще бы плитку восстановили, пока никто не сломал ноги;4181376;5;1;0;0;0;0;0
спасибо за оперативность в тот день 👍;4181240;5;0;0;0;1;0;0
течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.;4180938;5;1;1;1;1;1;0
оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо;4180924;5;1;1;1;1;1;0
спасибо 👍теперь все работает.;4180841;5;1;0;0;0;1;0
благодарю за развернутый ответ!;4180516;5;1;0;0;0;1;0
спасибо мастерам! они отлично выполнили свою работу;4180245;5;1;0;1;0;1;0
доводчик заменили;4179933;5;1;0;0;0;0;0
"я прошу прощения что донимаю, возможно , не по адресу, но хочу понять, это отдельный платеж за кап ремонт получается? 
или это к ним нужно обратиться ?";4179271;5;0;0;0;0;0;1
спасибо большое.  все очень быстро и удобно.;4178763;5;0;0;0;1;1;0
спасибо за отмену заявки по моей просьбе;4178642;5;1;0;0;0;0;0
спасибо, теперь всё работает.;4178205;5;1;0;0;0;1;0
очень хорошо убрали, спасибо;4178055;5;1;1;0;0;1;0
данные расчета не предоставили.;4177499;5;0;0;0;0;0;1
показания по счетчикам сняли, но нет ответа по поводу суммы в последней квитанции — она верна? почему она идентична с предыдущим месяцем?;4177193;5;0;0;0;0;0;1
быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо;4176769;5;1;0;0;1;1;0
здравствуйте. прошу заметить, что и в крайней квитанции, и в более ранних неверно проставлены даты последних платежей. с чем это связано?;4176418;5;0;0;0;0;0;1
добрый день! в ноябре счет был оплачен 15 ноября . вот скрин из приложения банка . прошу проверить оплаты . и написать поступившие вам с октября до конца года . ноябрь был оплачен , проверьте , пожалуйста . тут нет возможности приложить скрин. напишите , куда отправить квитанцию о оплате;4175916;5;0;0;0;0;0;1
не могу найти как открыть новую;4174552;5;0;0;0;0;0;1
ждём морозной погоды что бы замерить тепловизором температуру на стене.;4174485;5;0;0;0;0;0;1
так 2 декабря оплачивали за ноябрь, а сейчас идёт авансовый которая должна быть до января оплачена;4174324;5;0;0;0;0;0;0
мастер просто супер! сделал всё на высшем уровне, спасибо большое 👍;4174244;5;1;1;1;0;1;0
как не убрано было так до сих пор и не убрано!;4173976;5;0;0;0;0;0;1
на 24.01.2025 назначено уборка частей забора, надеемся и куч графия и блоков, занимающих места. ждём.;4173856;5;0;0;0;0;0;1
проконсультировали по телефону, обещали перерасчёт в следующем счете. жду счет;4173654;5;0;0;0;0;0;1
добрый вечер. да, в личном кабинете написано, что оплата . объясните почему нет чеков в истории оплат?;4173495;5;0;0;0;0;0;1
проблема решена, но после повторных заявок;4173423;5;1;0;0;0;0;0
смотрите сообщения от 23.09.24 о поверке счетчиков. вы же мне и предлагали. вот акт у вас есть. так с чего мне начисляется отопление не по счетчику?!;4173232;5;0;0;0;0;0;1
снова не работает доводчик двери;4172875;5;0;0;0;0;0;1
спасибо огромное за перепрограммирование;4172321;5;1;0;0;0;1;0
просили разобраться по счету за кладовое помещение, а не за квартиру;4172165;5;0;0;0;0;0;1
в приложении не обновился номер нового счетчика по горячему водоснабжению. можете перепроверить информацию?;4171777;5;0;0;0;0;0;1
заявка закрыта без фактического исполнения и не обоснованно. контрольные показания счетчика так и не сняты, акт не составлен, перерасчет не сделан. прошу возобновить исполнение заявки.;4171734;5;0;0;0;0;0;1
всё быстро сделали);4169592;5;1;0;0;1;0;0
у меня были вопросы по показаниям счётчиков воды за период с октября 2024 года. а мне приведены данные за ноябрь-декабрь 2024;4169034;5;0;0;0;0;0;1
дрлго. все сроки оплаты уже прошли к тому моменту, как появилась информация в банковском приложении.;4168643;5;0;0;0;0;0;0
в жк спутник самый лучший инженер!;4168303;5;0;0;1;0;0;0
спасибо, хоть и очень не оперативно, заявка выполнена;4167943;5;1;0;0;0;0;0
поверку не произвели;4167550;5;0;0;0;0;0;1
решили, но пришлось 2 раза просить;4166802;5;1;0;0;0;0;0
а можно обновить данные в личном кабинете, чтоб светились актуальные счетчикм;4166479;5;0;0;0;0;0;1
наконец то уровень сервиса дошёл до отметки, где смогли решить эту проблему;4166478;5;1;0;0;0;0;0
соседи так и хранят вещи , а лист был просто положен в результате его просто выбросили , нужно наклеить лист оповещения на окно чтоб было видно либо принять меры к людям которые продолжают пренебрегать правилами пользования помещения;4165770;5;0;0;0;0;0;1
большое спасибо марине за контроль уборки .   надеюсь что так будет всегда.;4164707;5;0;0;1;0;1;0
добрый день, я просил составить заявку по уборке лестничного марша. по поводу уборки в коридорах у меня пока нет претензий. прошу навести порядок на лестничном марше;4164480;5;0;0;0;0;0;1
магнитный замок так и не закреплён. диагностика и установление причин видимо даже не проводилось.;4163362;5;0;0;0;0;0;1
спасибо большое всё идеально;4163143;5;0;0;0;0;1;0
дверь исправна;4162676;5;1;0;0;0;0;0
плесень не устранена. просьба устранить.;4161837;5;0;0;0;0;0;1
указанные ключи не работают. ростелеком 2 раза их перепрошивал, не открывают дверь. из приложения дверь открывается, клбчом нет. ерт от;4158543;5;0;0;0;0;0;1
по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!;4158342;5;1;0;0;0;1;0
чудесный мастер! благодарю!;4155819;5;0;0;1;0;1;0
добрый день, услуга оказана отвратительно, трещина задела  шпатлёвкой, после высыхания шов не был зашлифован сразу была нанесена краска. также испорчен вид  посещения моп из- за окраски не в тон ранее окрашеных стен.;4155636;5;0;0;0;0;0;0
напольное покрытие видимо отдельная задача.;4154287;5;0;0;0;0;0;0
нормально;4153150;5;0;0;0;0;1;0
долг за водоотвод не снят. подтверждающий документ не выслан.;4151170;5;0;0;0;0;0;1
большое спасибо за решение проблемы;4150415;5;1;0;0;0;1;0
никто не позвонил;4149510;5;0;0;0;0;0;1
в приложении не возможно поменять л/с, а по новому квартиру не добавить, т. к. уже есть одобрение на  78148990058;4149144;5;0;0;0;0;0;1
вы не ответили, внесли ли вы изменения. меня волнует начисления с января 2025 года. я вам предоставила адресную справку которая от 03.01.25 года, в которой говориться что прописан только один человек, это я. меня волнует вопрос, внесли ли вы данные о снятие с регистрации моего сына, чтобы ав;4149091;5;0;0;0;0;0;1
спасибо! спускаем воздух регулярно;4149082;5;0;0;0;0;1;0
пришёл пьяный сантехник,ни хрена не сделал,но заявка выполнена😂😂😂;4148781;5;0;0;0;0;0;0
"даже никто и не подходил к отвалившейся плитке, каким образом стоит статус выполнено ?
свершилось чудо целый месяц приклеивали, спасибо и на этом";4147013;5;0;0;0;0;0;1
после после проведенной регулировки окно стало цеплять раму;4146277;5;0;0;0;0;0;1
-1 звезда за то,что не оперативно реагируете на заявки банальные;4145398;5;0;0;0;0;0;0
соседи так же продолжают ставить вещи , прошу принять меры;4145150;5;0;0;0;0;0;1
всеееееее оооооооочень долгоооооо;4143079;5;0;0;0;0;0;0
решили просто закрыть, не выполнив?!;4137532;5;0;0;0;0;0;1
хотелось бы более быстрого решения проблемы;4136400;5;0;0;0;0;0;0
проблему с течью воды устранили,но смеситель мне не заменили!;4135758;5;1;0;0;0;0;0
выполнили заявку через 2 недели;4134698;5;1;0;0;0;0;0
решили сами;4134107;5;1;0;0;0;0;0
отдельная  благодарность инженеру кириллу;4129290;5;0;0;1;0;0;0
к моменту когда запланированы работы по установке шлагбаум, прошу рассмотреть возможность установки противондального шлагбаума;4127422;5;0;0;0;0;0;0
21.01 уборку провели;4127356;5;1;0;0;0;0;0
неверные показания;4126199;5;0;0;0;0;0;1
"огромная благодарность службе клининга за решение непростого, но очень важного вопроса! 
навели идеальный порядок на указанных этажах, эвакуационные лестницы свободны! впечатлили, спасибо вам🙏💕";4126095;5;1;1;1;0;1;0
снова окно дует хуже прежнего и не открывается на проветривание;4124687;5;0;0;0;0;0;1
задача ни решена;4122085;5;0;0;0;0;0;1
жду перерасчета в квитанции, получается ?? тогда пока не оплачиваю тут выставленный счет;4122046;5;0;0;0;0;0;1
прошу отремонтировать розетку. доступ предоставлен.;4120812;5;0;0;0;0;0;1
ситуация стала лучше, но все равно есть перепады давления;4115844;5;1;0;0;0;0;0
как вода стояла в поддоне так и стоит;4109161;5;0;0;0;0;0;1
никаких действий по заявке не произведено;4109107;5;0;0;0;0;0;1
пересчет в декабре не произведен!;4107044;5;0;0;0;0;0;1
домофон звонит, но открыть дверь через него из квартиры я открыть не могу.;4105039;5;0;0;0;0;0;1
пока работает;4102571;5;1;0;0;0;0;0
жду ответа;4093813;5;0;0;0;0;0;1
после опломбировки не оставили документы в почтовом ящике. как их можно получить?;4089808;5;0;0;0;0;0;1
большое спасибо за качественную,быструю и  профессиональную работу!!!;4086655;5;0;1;1;1;0;0
конструкция была смонтирована еще летом. никаких работ не производилось. прошу убрать конструкцию от моего помещения.;4085301;5;0;0;0;0;0;1
"работы не проводились и не начинались, ""завершились"" - они в фантазиях ))... с откоса как дуло,так и дует, со свистом!!!! из стены над окном тоже дует ветер!";4081915;5;0;0;0;0;0;1
на конец то. спасибо.;4077923;5;1;0;0;0;1;0
работа выполнена, большое спасибо;4076583;5;1;0;0;0;1;0
не  горят;4073378;5;0;0;0;0;0;1
качество материалов на высшем уровне, водяные счётчики не прожили и двух лет. а цены на квартиры как будто материалы из чистого золота. главное что никто не за что не отвечает.  впрочем ничего нового. стабильность это хорошо!;4070028;5;0;0;0;0;0;0
